text,label
меня беспокоить этот красный пятно на кожа он быстро распространяться и вызывать множество проблема каждый ночь у меня также появляться лёгкий лихорадка и головной боль,ветряная оспа
меня очень тошнить и беспокойно я не уверенный что это мочь быть я видеть сыпь на рука и нога я потерять аппетит и чувствовать себя утомлённый каждый день,ветряная оспа
у меня на рука и нога увеличиться красный лимфатический узел которые чесаться когда я к ним прикасаться я также страдать от ужасный головной боль и лёгкий лихорадка мне не хотеться ничто быть и у меня пропасть аппетит,ветряная оспа
я очень устать и мне не хватать энергия я с труд мочь держать глаз открытый в течение день у меня небольшой температура и мне не хотеться ничто есть казаться у меня пропасть аппетит,ветряная оспа
я устать и потерять аппетит я чувствовать рвота и не мочь ничто быть кроме того на мой кожа и возле шея начинать появляться маленький красный пятно я очень беспокоиться о свой здоровье,ветряная оспа
по весь тело маленький красный пятно пятно зудят и вызывать дискомфорт у меня также небольшой температура и головной боль,ветряная оспа
меня мучил сильный зуд по весь тело а также жар и головной боль красный пятно начинать опухать и с каждый день становиться очень некомфортно,ветряная оспа
я чувствовать усталость каждый день у меня на рука и спина красный пятно и если я к ним прикасаться то чесаться я очень волноваться и не знать что делать,ветряная оспа
высокий температура опухнуть лимфатический узел и головной боль доставлять мне немало хлопот мне не хотеться ничто быть я чувствовать слабость и усталость мне трудный сконцентрироваться на повседневный жизнь,ветряная оспа
у меня высокий температура красный пятно и сыпь по весь тело я чувствовать себя изнурённый и полностью потерять аппетит из за что стать слабый и вялый я очень волноваться,ветряная оспа
я видеть сыпь на рука и шея и если я они почешу то чесаться у меня также быть высокий температура в течение несколько день я понятие не иметь что являться причина это зуд причинять мне много дискомфорт,ветряная оспа
по весь тело красный опухнуть пятно если я к ним прикасаться чесаться кроме того у меня высокий температура и головной боль и я всегда чувствовать себя изнурённый,ветряная оспа
у меня появиться кожный сыпь на лицо и шея сыпь состоять из красный язвочка образовать волдырь я беспокоиться о свой здоровье,импетиго
у меня появиться кожный сыпь в вид пузырьковый язв пузырчатые язва представлять себя приподнять заполнить жидкость поражение прикосновение к которым болезненно я тоже страдать от высокий температура,импетиго
у меня высокий температура около нос появиться красный язвочка язва болезненный из них выделяться жёлтый ржавый слизь,импетиго
вокруг нос сыпь с больший красный язвочками я заметить что сыпь распространиться на другие часть мой тело кроме того у меня каждый ночь высокий температура,импетиго
последний пара день меня мучить высокий температура возле нос развиваться язва язва болезненный и в этот день я чувствовать себя очень некомфортно,импетиго
на мой кожа появиться высыпание в основный возле нос сыпь распространяться на другие часть тело я действительно беспокоиться об это,импетиго
я испытывать сильный усталость и высокий температура около нос и рот появиться высыпание сыпь зудеть и мне очень трудный спать,импетиго
я страдать от сильный лихорадка и слабость у меня появиться язва на лицо язвы зудеть и причинять дискомфорт часто из язв выделяться жёлтый жидкость,импетиго
я заметить что язвы заживать долгий и более склонный к инфекция язва на мой лицо опухли стать чувствительный на ощупь и с ними очень неудобный обращаться,импетиго
на лицо и возле нос красный язвочка я заметить что сыпь быстрый распространяться на шея и грудь,импетиго
язва вокруг мой нос покрыться коркой и до них трудный дотронуться из язв ранний выделялась жижа желто ржавого цвет на обработка уходить гораздо больше время,импетиго
несколько день назад у меня появиться небольшой сыпь возле нос теперь сыпь сопровождаться жжение и покраснение кожа я чувствовать что это какой то инфекция,импетиго
сначала у меня появиться небольшой красный язвочка возле нос и шея сейчас у меня высокий температура и за последний несколько день язва стать более болезненный и воспаленными,импетиго
я заметить сыпь на лицо оно состоять из волдырь сегодня я заметить жёлтый жидкость выходить из язв я не знать что это такой,импетиго
язва на мой лицо начинать выделять прозрачный жидкость также каждый ночь у меня подниматься высокий температура и озноб из за что я не мочь спать весь ночь,импетиго
сначала у меня быть высыпание на лицо и возле нос но теперь сыпь распространяться по мой рука и нога,импетиго
каждый ночь у меня подниматься высокий температура и на лицо особенно возле нос появляться язва я заметить что язвы заживать долгий и более склонный к инфекция,импетиго
язва вокруг мой нос теперь окружить красный воспаленной кожа из за сыпь мой кожа стать сухой и шелушащейся из язвочка выйти видимый жидкость жёлтый цвет,импетиго
у меня также быть симптом грипп такой как лихорадка и боль в тело я заметить красный сыпь и волдырь возле нос и губа это зудеть и неудобный,импетиго
я страдать от лёгкий лихорадка и головной боль около нос небольшой язвочка а на шея сыпь я сейчас переживать очень тяжёлый время,импетиго
особенно сильный сыпь вокруг нос с больший красный язвами которые болезненный и из них выходить жёлтый ржавый слизь,импетиго
на лицо у меня язва в основный возле нос и губа язва вызывать дискомфорт или боль из них выделяться жидкость жёлтый или ржавого цвет,импетиго
у меня появиться язва на лицо и в область нос я не уверенный что являться причина этот язва на мой лицо опухнуть и стать чувствительный на ощупь появиться ощущение жжение и покраснение кожа,импетиго
за последний несколько день сыпь на мой лицо стать более болезненный и воспаленной а язвы начать выделять прозрачный жидкость с каждый днём становиться крайне больно,импетиго
у меня высыпание на лицо вокруг нос у меня начинать появляться небольшой язвочка из которых часто выделяться жёлтый жидкость язва становиться чрезвычайно болезненный,импетиго
мне очень плохой у меня высокий температура и головной боль я заметить сыпь на рука и лицо я очень беспокоиться по этот повод сегодня заметить красный болячка возле нос,импетиго
последний несколько день я страдать от высокий температура вокруг нос образоваться язвочка на разный часть тело появляться высыпание язва очень серьёзный и в этот день я чувствовать себя очень неловко,импетиго
у меня высокий температура и я очень слабый мой лицо покрыться язвами волдырь зудеть и болезненны из рана часто выделяться жёлтый слизь,импетиго
у меня появляться кожный высыпание с жгучий язвами волдырь представлять себя заполнить жидкость приподнятые образование красный цвет к которым неприятный прикасаться ещё у меня высокий температура,импетиго
я считать что у меня какой тот кожный заболевание на лицо сыпь и небольшой язвочка возле нос язвочка стать красный болезненный из них выделяться какой то жёлтый жижа,импетиго
я заметить что язва на мой лицо заживать медленный и с больший вероятность заражаться мой язва на щека больший болезненный на ощупь и с ними очень трудный справиться никак не мочь избавиться от этот болячка,импетиго
у меня высокий температура у меня появиться сыпь на лицо шее и рука сыпь состоять из жгучий красный пятно я беспокоиться о свой здоровье,импетиго
у меня появиться кожный сыпь с пузырьками волдырь представлять себя заполнить жидкость приподнятые образование к которым неприятный прикасаться у меня тоже высокий температура,импетиго
у меня высокий температура около нос образоваться красный язвочка повреждение болезненны из них сочиться жёлтый жидкость ржавого цвет,импетиго
у меня сыпь вокруг нос а также огромный красный язва как я заметить сыпь распространяться на другие место мой тело кроме того у меня каждый ночь высокий температура,импетиго
мой щека и нос покрыть красный язвами я заметить что сыпь на шея и грудь распространяться быстрый у меня также развиваться лёгкий лихорадка,импетиго
мой язва в нос покрыться коркой и до них стать трудный дотронуться из рана вытекать жидкость желто ржавого цвет на то чтобы справиться с применение лекарство уходить гораздо больше время,импетиго
несколько день назад у меня появиться крошечный сыпь вокруг нос сыпь теперь сопровождаться ощущение жжение покраснение кожа и выделение жидкость я считать что это какой то инфекция,импетиго
сначала возле нос и шея появиться маленький красный язвочка сейчас у меня высокий температура а язвочка в последний день стать более болезненный и воспаленными,импетиго
вокруг мой нос и губа появиться сыпь с огромными красный пятно которые болезненный и выделять жёлтый жидкость цвет ржавчина,импетиго
мой лицо покрыть язвами большинство из них возле мой нос и губа поражение причинять дискомфорт или страдание из них сочится жёлтый или ржавый жидкость,импетиго
у меня начаться язва на лицо и нос я понятие не иметь что являться причина этот язва на щека больший и раздражать на ощупь ощущение жжение и покраснение кожа,импетиго
за последний два день сыпь на мой лицо усилиться и воспалиться а из волдырей начать выделяться прозрачный гной с это действительно больно иметь дело,импетиго
я чувствовать что у меня заболевание кожа на мой лицо сыпь и маленький волдырь вокруг нос рана покраснели и стать болезненный из них сочиться жёлтый жидкость,импетиго
я заметить что поражение на мой лицо заживать медленный и более склонный к инфекция поражение на мой щека огромный неприятный на ощупь и невероятно трудный поддающиеся лечение казаться я не мочь избавиться от этот болячка,импетиго
у меня высокий температура у меня появиться сыпь на лицо шее и рука сыпь состоять из болезненный красный пятно мой здоровье меня беспокоить,импетиго
за последний неделя сыпь на мой лицо стать более серьёзный и болезненный а из язвочка начать выделяться жидкость жёлтый цвет с каждый день становиться все больной,импетиго
у меня появиться высыпание на лицо вокруг нос у меня появляться маленький язвочка из которых часто сочится жёлтый слизь повреждение стать ещё более болезненный,импетиго
я чувствовать себя совсем плохой у меня высокий температура и болеть голова на рука и лицо появиться высыпание я очень обеспокоен это сегодня я увидеть красный язвочка вокруг нос и губа,импетиго
сыпь на мой лицо не заживать я пробовать некоторый лекарство но они мало помогать недавно я заметить возле нос небольшой язвочка они болезненный и с ними очень трудный справиться,импетиго
у меня сильный боль в сустав и рвота у меня появиться кожный сыпь которая покрывать весь тело и сопровождаться сильный зуд,денге
я испытывать озноб и дрожь несмотря на то что находиться в тёплый среда у меня постоянно болеть спина а на рука красный пятно,денге
я испытывать сильный боль в сустав из за которой мне трудный двигаться и выполнять повседневный дело кроме того у меня пропасть аппетит из за что я чувствовать себя слабый,денге
меня часто рвать и в результат я потерять аппетит у меня постоянно болеть сустав и спина,денге
у меня высокий температура сопровождаться сильный головной боль и боль в тело я испытывать озноб каждый ночь за глаз тоже отчетливо болеть,денге
я чувствовать себя чрезвычайно усталый и утомлённый и у меня нет сила что либо делать у меня на шея появиться сыпь которая зудеть при прикосновение,денге
я испытывать сильный головной боль которая сопровождаться боль за глаз я потерять аппетит и каждый ночь испытывать озноб,денге
меня тошнить и постоянный позыв к рвота за глаз сильный боль а на рука маленький красный пятно,денге
на мой тело появиться красный пятно которые зудеть и воспаляются у меня также высокий температура озноб и дрожь,денге
я испытывать мышечный боль из за которой мне трудный передвигаться я потерять аппетит и чувствовать рвота у меня сильно болеть нога и спина,денге
я испытывать боль в спина которая усиливаться когда я долго сидеть или стоить кроме того по весь тело появиться высыпание за глаз тоже болеть,денге
появиться у меня кожный сыпь сопровождаться покраснение и отёк я плохо себя чувствовать у меня сильный лихорадка сопровождаться боль в тело,денге
озноб и дрожь которые я испытывать сопровождаться ощущение холод и высокий температура у меня также появиться сыпь на рука и красный пятно на шея,денге
боль в сустав которую я испытывать сильный и напоминать постоянный боль больший часть время у меня болеть голова и у меня начинаться лёгкий лихорадка сопровождаться озноб,денге
рвота которую я испытать сопровождаться спазм желудок и головокружение я потерять аппетит и в результат чувствовать себя слабый за глаз тоже болеть,денге
высокий температура которую я испытывать сопровождаться потливость и слабость у меня болеть мышца из за что я не мочь работать весь день,денге
я чувствовать сильный усталость из за которой мне трудный выполнять даже базовый задача я чувствовать рвота и появление сыпь на рука шее и нога,денге
головной боль которую я испытывать сильный и сопровождаться ощущение давление в голова у меня небольшой температура и головной боль на спина маленький красный пятно,денге
тошнота которую я чувствовать сопровождаться потеря аппетит и чувство беспокойство у меня отчётливый боль в спина и мышца,денге
мышечный боль которую я испытывать очень сильный и напоминать постоянный боль по весь тело красный пятно и зуд доставлять мне сильный дискомфорт,денге
у меня появиться кожный сыпь которая покрывать весь тело и сопровождаться сильный зуд у меня болеть тело у меня небольшой жар сопровождающийся головной боль и озноб,денге
я испытывать сильный боль в тело головной боль и рвота у меня появиться красный пятно которые покрывать весь тело и вызывать сильный зуд,денге
у меня постоянно болеть спина на рука и шея сыпь сильно болеть задний часть глаз у меня также жар и это заставлять нас беспокоиться о мой здоровье,денге
я страдать от сильный боль в сустав из за которой мне трудный ходить и выполнять повседневный задача я также потерять аппетит из за что чувствовать слабость и рвота,денге
за мой глаз стоить константа у меня появиться красный пятно на шея и лицо а также сыпь на рука у меня сильно болеть рука и нога пятно зудят и вызывать дискомфорт и это меня беспокоить,денге
меня тошнить и я чувствовать сильный потребность в рвота за глаз резкий боль а по весь спина опухнуть красный точка,денге
мой дрожь и озноб сопровождаться ощущение холод и очень высокий лихорадка также появиться сыпь на рука и красный пятно на шея,денге
меня мучили сильный боль в сустав больший часть время я чувствовать рвота у меня повышаться умеренный температура с озноб лихорадка которая казаться не спадать даже с помощь лекарство,денге
за рвота последовать боль в желудок и головокружение я потерять аппетит и в результат чувствовать слабость больший часть время у меня болеть рука спин шея,денге
у меня на рука и нога появиться красный пятно которые зудеть и воспаляются меня тошнить и постоянный позыв к рвота это сопровождаться лёгкий лихорадка,денге
у меня появиться кожный сыпь которая покрывать весь тело сыпь красный и опухнуть в некоторый область например на рука и нога она усиливаться ещё у меня пропасть аппетит,денге
я испытывать озноб и дрожь сильный боль в спина а также за глаз я также заметить маленький красный пятно на спина и шея,денге
я испытывать сильный боль в сустав которая делать мой день очень трудный меня весь время тошнить а также лёгкий головной боль,денге
меня часто рвать и в результат я потерять аппетит на кожа появляться высыпание болеть глаз из за что я не мочь нормально спать,денге
у меня высокий температура и сильный головной боль лихорадка сопровождаться сильный боль в тело и озноб я беспокоиться о свой здоровье и не знать что делать,денге
я чувствовать себя чрезвычайно усталый и утомлённый и у меня нет сила что либо делать усталость настолько сильный что мне трудный встать с постель я заметить маленький красный пятно на рука и нога,денге
я испытывать сильный головной боль которая сопровождаться боль за глаз я чувствовать усталость и утомление из за что не мочь работать целый день я беспокоиться о свой здоровье,денге
меня тошнить и постоянный позыв к рвота которые сопровождаться лёгкий лихорадка и головной боль,денге
у меня на тело появиться сыпь которая вызывать зуд и зуд я потерять аппетит и весь день чувствовать себя очень устать я чувствовать что с мой тело что то не так,денге
я испытывать мышечный боль и головной боль мышечный боль ощущаться как постоянный боль и усиливаться когда я пытаться задействовать пораженные мышца на мой лицо шея и рука появляться маленький красный пятно,денге
у меня болеть спина сыпь на рука и подмышка задний часть глазной яблоко сильно болеть у меня также небольшой температура поэтому мы беспокоиться о мой здоровье,денге
каждый ночь у меня очень высокий температура и озноб это действительно касаться меня более того мне ничто не хотеться есть и сильно болеть спин рука нога в мой глаз странный боль я не мочь заниматься никакой физический деятельность,денге
из за регулярный рвота у меня пропасть аппетит у меня постоянно болеть мышца суставы и спин у меня тоже начинаться жар я очень волноваться и не знать что делать,денге
у меня сильный лихорадка сопровождаться боль в глаз и головной боль я чувствовать усталость и изнеможение из за что не мочь выполнять никакой работа,денге
у меня сильно болеть весь тело и мне не хотеться ничто быть у меня небольшой температура и каждый ночь озноб кроме того на спина и шея появиться красный пятно,денге
мой сустав и спина болеть каждый день я чувствовать рвота и это сделать меня очень слабый из за болей в тело я не мочь сосредоточиться на работа и не хотеть ничто делать,денге
боль в тело которую я чувствовать очень сильный у меня пропасть аппетит на рука и лицо появиться сыпь задний часть глаз сильно болеть,денге
у меня появиться сыпь на тело у меня также высокий температура озноб и головной боль у меня болеть сустав и спина а в глубина глаз ощущаться странный боль,денге
меня тошнить и постоянный позыв к рвота каждый ночь у меня подниматься температура и озноб и из за это я чувствовать себя ужасно кроме того я чувствовать что потерять аппетит,денге
у меня на кожа высыпание которые чешутся если к ним прикоснуться я плохо себя чувствую сустав болеть целый день ночь у меня небольшой температура и озноб из за что я тоже не мочь спать,денге
у меня появиться шишка сыпь которая выглядеть красный и воспаленной обесцветить участок кожа которые отличаться по цвет от остальной кожа и зуд на кожа,грибковая инфекция
по весь тело возникнуть сильный зуд за которым последовать красный бугристый сыпь на мой кожа также быть несколько затемнить пятно и несколько крошечный узловатых высыпание это происходить уже несколько день и становиться все плохой,грибковая инфекция
у меня на кожа появиться сыпь похожий на бесцветный пятно а также много узловой высыпание и очень сильный зуд за предыдущий неделя стать плохой,грибковая инфекция
у меня появиться сыпь которая не проходить и неприятный зуд на кожа кроме того я заметить на свой кожа участок и бугорки разный цвет напоминать узел или шишка,грибковая инфекция
у меня сыпь по весь тело и я не мочь перестать чесаться потому что кожа чесаться на мой кожа также быть несколько пятно с изменить оттенок а также комочки и узловатые прыщи,грибковая инфекция
в последний время мой кожа стать сильно чесаться и по весь тело появиться сыпь на мой кожа также быть несколько пятно с изменить оттенок а также комочки и узловатые прыщи,грибковая инфекция
мой кожа сильно чесаться и появиться сыпь кроме того у меня быть несколько участок кожа которые иметь другой оттенок чем остальная часть кроме того у меня на кожа быть несколько твёрдый прыщей или высыпание,грибковая инфекция
весь мой тело чесаться как сумасшедший и теперь повсюду красный участок кроме того некоторый патч иметь оттенок отличный от мой натуральный кожа и на мой кожа появиться шишка или прыщи,грибковая инфекция
в последний время мой кожа стать сильно воспаляться стать сильно зудеть и склонный к высыпание кроме того быть определённый пятно которые по оттенок отличаться от мой естественный тон кожа и теперь на мой кожа появиться шишка или шишка которых ранний не быть,грибковая инфекция
на рука и нога у меня много красный прыщик и зудеть кожа на мой кожа также быть несколько странный повреждение и иногда возникать неровность которые несколько неудобный,грибковая инфекция
у меня зудеть кожа и множество красный шишка на рука и нога на мой кожа тоже быть странный пятно и иногда возникать шишка которые казаться твёрдый,грибковая инфекция
доктор у меня на кожа очень зудеть сыпь и странный пятно другого цвет на мой кожа также быть шишка похожий на маленький узелки,грибковая инфекция
доктор мой кожа покрыть очень неприятный сыпь а также странный пятно другого оттенок на мой кожа также быть несколько прыщей похожий на маленький узелки,грибковая инфекция
у меня на кожа много зудеть пятно иногда они краснеть или становиться бугристый есть также странный пятно которые отличаться по цвет от остальной часть мой кожа а иногда у меня появляться странный шишка похожий на маленький шарик,грибковая инфекция
на мой кожа часто появляться зудеть шишка которые иногда мочь покраснеть или стать грубый кроме того на мой кожа время от время появляться странный прыщ похожий на маленький шарик и какой то странный пятно которые отличаться по оттенок от остальной часть мой кожа,грибковая инфекция
доктор у меня постоянно появляться красный высыпание и мой кожа постоянно чесаться кроме того я заметить на свой кожа несколько странный пятно разный цвет а также несколько маленький узелок на кожа которые казаться увеличиваться,грибковая инфекция
я почувствовать сильный зуд по весь тело а также покраснение и шишка на кожа быть также странный пятно которые отличаться по цвет от остальной часть мой кожа а иногда у меня появляться узелки похожий на небольшой шишка,грибковая инфекция
я так сильно расчесалась по весь тело что мой кожа покраснеть и появиться прыщи кроме того время от время у меня появляться узелки напоминать маленький прыщи а также странный пятно оттенок которых отличаться от остальной часть мой кожа,грибковая инфекция
я испытывать сильный зуд который сопровождаться сыпь которая со время усиливаться есть также определённый участок кожа которые отличаться по цвет от остальных и я заметить несколько уплотнение напоминать маленький узелки,грибковая инфекция
у меня быть много проблема с зуд который сопровождаться сыпь которая казаться со время ухудшаться есть также участок кожа которые отличаться по цвет от остальных и я заметить несколько бугорок похожий на маленький узелки,грибковая инфекция
доктор мой кожа покрыть неприятный сыпь и иметь несколько странный участок кожа разный цвет на мой кожа быть несколько прыщик похожий на маленький узелки,грибковая инфекция
у меня сильный зуд и это сопровождаться сыпь которая похожий со время усиливаться есть также участок кожа которые по цвет отличаться от остальной кожа а также комочки напоминать маленький узелки,грибковая инфекция
в последний время мой кожа стать сильно беспокоить стать сильно зудеть и склонный к высыпание кроме того некоторый патч отличаться по цвет от мой нормальный тон кожа и теперь у меня на кожа появиться шишка или шишка которых ранний не быть,грибковая инфекция
сыпь которая казаться развиваться по весь мой кожа сопровождать мой недавний приступ сильный зуд и дискомфорт на мой кожа также быть несколько дисхромных пятно и маленький уплотнение которые казаться появляться повсюду,грибковая инфекция
мой кожа постоянно чесаться а иногда становиться очень грубый и красный кроме того время от время у меня появляться маленький прыщ похожий на крошечный шарик и некоторый пятно цвет которых отличаться от цвет остальной кожа меня это сильно раздражать и чесаться,грибковая инфекция
у меня сильный зуд по весь кожа а иногда она становиться очень красный и неровный быть также пятно которые отличаться по цвет от остальной часть мой кожа и иногда у меня появляться небольшой шишка похожий на маленький шарик это действительно раздражать и зудеть,грибковая инфекция
у меня довольно раздражать зуд по весь тело а также на кожа быть несколько красный бугристый участок у меня также быть прыщи похожий на маленький шарик и другие пятно цвет которых отличаться от цвет остальной кожа,грибковая инфекция
у меня быть довольно неприятный зуд по весь тело а также красный и ухабистый участок на кожа некоторый участок мой кожа отличаться по цвет от остальной часть кожа и у меня быть прыщи похожий на маленький шарик,грибковая инфекция
у меня быть очень неприятный зуд по весь тело а также на кожа появиться красный и ухабистый пятно быть также участок цвет которых отличаться от остальной часть мой кожа и у меня быть шишка похожий на маленький шарик,грибковая инфекция
